user_id,product_id,event_type,timestamp,implicit_score
269,798,view,2025-02-07,1
466,382,view,2025-05-20,1
258,66,purchase,2025-01-31,5
29,517,view,2025-05-10,1
213,95,view,2025-05-09,1
463,426,purchase,2025-03-22,5
436,468,purchase,2025-01-25,5
283,94,view,2025-01-05,1
50,618,cart,2025-02-17,3
95,133,cart,2025-05-22,3
463,434,cart,2025-02-21,3
499,341,view,2025-03-15,1
407,560,purchase,2025-05-29,5
88,591,view,2025-06-02,1
44,134,view,2025-04-09,1
461,520,view,2025-03-08,1
278,293,view,2025-04-29,1
171,268,purchase,2025-06-27,5
421,661,view,2025-04-13,1
189,603,view,2025-02-02,1
353,748,view,2025-05-25,1
184,474,view,2025-02-03,1
3,410,purchase,2025-06-03,5
191,474,view,2025-06-19,1
118,356,view,2025-06-08,1
19,680,cart,2025-04-23,3
23,193,cart,2025-02-20,3
413,699,view,2025-02-05,1
30,271,view,2025-01-13,1
295,114,purchase,2025-03-26,5
108,523,cart,2025-01-13,3
367,55,cart,2025-02-01,3
281,770,purchase,2025-05-13,5
128,65,cart,2025-01-12,3
229,684,cart,2025-06-18,3
111,272,purchase,2025-02-06,5
136,502,view,2025-03-09,1
362,662,view,2025-04-16,1
186,362,view,2025-06-25,1
144,146,view,2025-06-20,1
72,209,cart,2025-04-03,3
129,286,cart,2025-02-10,3
364,153,cart,2025-02-25,3
261,238,purchase,2025-03-10,5
3,186,view,2025-01-11,1
449,574,cart,2025-05-17,3
388,597,view,2025-04-23,1
104,464,view,2025-01-28,1
483,134,view,2025-01-22,1
224,171,purchase,2025-03-26,5
320,213,view,2025-01-06,1
362,530,cart,2025-01-26,3
354,502,view,2025-05-24,1
491,572,view,2025-01-14,1
473,600,view,2025-02-04,1
10,27,view,2025-02-11,1
405,68,purchase,2025-02-22,5
384,790,view,2025-04-10,1
302,408,purchase,2025-05-30,5
231,552,purchase,2025-01-13,5
219,280,purchase,2025-01-11,5
411,684,view,2025-05-20,1
66,685,purchase,2025-04-07,5
425,114,view,2025-03-27,1
112,262,view,2025-02-22,1
13,368,view,2025-01-09,1
393,646,purchase,2025-03-12,5
500,237,view,2025-01-17,1
420,727,view,2025-01-10,1
86,366,view,2025-06-15,1
234,27,view,2025-05-03,1
90,378,view,2025-02-08,1
314,661,purchase,2025-04-20,5
54,376,view,2025-03-30,1
12,500,purchase,2025-04-04,5
209,653,cart,2025-06-07,3
462,76,purchase,2025-04-17,5
14,505,view,2025-02-03,1
121,196,view,2025-02-02,1
418,792,view,2025-06-09,1
437,630,view,2025-01-12,1
377,69,cart,2025-03-28,3
20,61,view,2025-04-03,1
75,389,cart,2025-04-17,3
400,563,cart,2025-01-10,3
243,564,view,2025-05-05,1
223,634,cart,2025-01-19,3
70,679,view,2025-01-23,1
312,8,view,2025-05-08,1
211,369,cart,2025-03-26,3
101,45,purchase,2025-04-17,5
186,344,view,2025-04-09,1
132,757,view,2025-02-28,1
111,290,view,2025-03-15,1
381,375,view,2025-01-02,1
132,619,cart,2025-02-17,3
20,27,cart,2025-01-06,3
394,193,cart,2025-02-12,3
24,357,purchase,2025-05-25,5
227,62,view,2025-05-07,1
154,62,view,2025-03-20,1
293,422,view,2025-06-13,1
230,794,purchase,2025-06-01,5
469,633,cart,2025-05-01,3
310,792,cart,2025-04-30,3
488,551,view,2025-01-29,1
359,380,view,2025-03-19,1
405,277,purchase,2025-02-27,5
202,606,view,2025-03-11,1
38,431,cart,2025-01-09,3
430,605,view,2025-06-19,1
260,792,view,2025-02-08,1
188,121,cart,2025-05-02,3
57,525,view,2025-06-17,1
429,416,cart,2025-02-28,3
20,163,cart,2025-02-13,3
273,787,view,2025-03-06,1
119,688,cart,2025-01-11,3
71,337,view,2025-04-01,1
4,379,view,2025-03-25,1
221,324,cart,2025-01-05,3
14,173,view,2025-04-24,1
3,787,view,2025-06-26,1
216,64,purchase,2025-06-28,5
229,101,view,2025-06-13,1
336,322,purchase,2025-04-15,5
186,66,purchase,2025-01-16,5
55,557,view,2025-01-07,1
500,599,view,2025-02-13,1
388,458,view,2025-01-26,1
376,579,view,2025-02-05,1
254,453,purchase,2025-04-02,5
24,259,cart,2025-06-21,3
162,717,view,2025-01-12,1
158,426,view,2025-03-31,1
82,178,purchase,2025-03-09,5
403,280,view,2025-04-18,1
159,344,cart,2025-05-31,3
188,17,cart,2025-04-14,3
60,296,view,2025-03-29,1
403,387,view,2025-04-05,1
305,164,cart,2025-05-06,3
319,774,view,2025-01-30,1
366,194,view,2025-03-04,1
211,40,cart,2025-01-03,3
406,375,cart,2025-06-11,3
152,35,view,2025-04-12,1
109,369,view,2025-04-02,1
76,29,view,2025-06-26,1
30,775,view,2025-06-21,1
314,221,view,2025-06-18,1
486,53,view,2025-02-17,1
117,791,view,2025-01-08,1
415,353,view,2025-05-15,1
356,392,view,2025-02-06,1
192,76,view,2025-03-12,1
19,494,view,2025-06-27,1
432,688,view,2025-03-23,1
173,522,purchase,2025-04-22,5
228,117,view,2025-04-13,1
350,280,cart,2025-01-21,3
183,730,purchase,2025-02-03,5
113,175,view,2025-06-26,1
183,746,purchase,2025-01-27,5
481,764,view,2025-01-08,1
146,295,view,2025-06-11,1
319,755,view,2025-01-18,1
116,758,view,2025-06-28,1
113,21,view,2025-05-20,1
251,73,view,2025-02-20,1
476,36,cart,2025-06-17,3
251,507,purchase,2025-05-30,5
303,233,view,2025-05-16,1
459,609,view,2025-06-05,1
313,497,view,2025-06-27,1
118,206,view,2025-02-16,1
301,426,cart,2025-02-25,3
161,267,view,2025-06-09,1
401,91,view,2025-05-19,1
198,764,cart,2025-05-29,3
260,605,purchase,2025-06-03,5
148,467,view,2025-05-22,1
240,454,view,2025-03-20,1
47,495,view,2025-01-14,1
475,333,view,2025-04-10,1
399,507,view,2025-01-03,1
198,613,view,2025-05-02,1
47,470,purchase,2025-01-07,5
78,21,view,2025-02-08,1
124,228,view,2025-04-25,1
75,376,view,2025-04-20,1
359,130,view,2025-03-06,1
137,257,view,2025-01-25,1
90,620,view,2025-01-31,1
400,414,view,2025-03-27,1
325,795,view,2025-05-18,1
500,71,view,2025-03-18,1
61,303,view,2025-05-17,1
138,562,view,2025-05-02,1
50,607,view,2025-01-08,1
259,791,view,2025-04-07,1
461,397,view,2025-01-19,1
107,337,cart,2025-01-30,3
113,644,cart,2025-01-09,3
350,442,view,2025-03-24,1
254,276,purchase,2025-02-16,5
118,13,view,2025-06-23,1
493,3,purchase,2025-03-31,5
198,552,view,2025-01-01,1
337,175,view,2025-05-11,1
365,385,view,2025-06-11,1
51,602,view,2025-06-02,1
245,241,purchase,2025-06-07,5
403,547,view,2025-01-01,1
426,14,view,2025-05-03,1
35,195,view,2025-05-26,1
302,397,view,2025-06-10,1
410,431,view,2025-05-17,1
499,306,view,2025-05-15,1
69,309,view,2025-01-30,1
349,136,purchase,2025-03-18,5
320,410,view,2025-03-22,1
421,3,view,2025-01-13,1
468,691,view,2025-01-13,1
49,552,purchase,2025-02-11,5
405,452,view,2025-05-04,1
74,676,view,2025-04-11,1
192,747,purchase,2025-03-19,5
261,769,view,2025-04-17,1
356,495,view,2025-02-05,1
70,417,view,2025-02-04,1
90,391,purchase,2025-06-23,5
260,792,purchase,2025-06-22,5
126,628,cart,2025-02-25,3
231,52,view,2025-03-28,1
295,376,view,2025-01-05,1
498,395,view,2025-06-21,1
419,142,purchase,2025-05-01,5
129,86,purchase,2025-06-05,5
280,464,view,2025-03-28,1
313,46,cart,2025-06-19,3
100,238,view,2025-04-08,1
326,10,view,2025-06-08,1
297,664,view,2025-05-15,1
182,5,view,2025-01-07,1
174,530,view,2025-01-04,1
316,769,view,2025-04-18,1
364,649,cart,2025-05-08,3
188,742,purchase,2025-02-01,5
57,640,purchase,2025-01-28,5
31,719,cart,2025-01-04,3
84,698,view,2025-04-19,1
152,178,view,2025-01-08,1
473,104,purchase,2025-05-22,5
36,307,view,2025-01-30,1
213,548,cart,2025-05-11,3
414,327,cart,2025-05-10,3
408,356,cart,2025-01-10,3
364,793,view,2025-03-11,1
106,395,view,2025-04-29,1
414,300,cart,2025-03-12,3
342,526,purchase,2025-05-24,5
220,749,cart,2025-03-11,3
391,285,view,2025-04-01,1
163,330,view,2025-04-30,1
439,50,cart,2025-05-30,3
220,773,cart,2025-02-04,3
270,622,view,2025-05-04,1
120,709,view,2025-04-22,1
394,378,purchase,2025-04-12,5
336,764,view,2025-06-26,1
400,600,cart,2025-05-10,3
182,469,view,2025-05-27,1
479,774,view,2025-05-12,1
106,144,purchase,2025-03-23,5
217,60,view,2025-04-14,1
205,780,view,2025-02-10,1
70,75,view,2025-02-25,1
44,69,cart,2025-02-24,3
329,575,view,2025-06-08,1
301,748,view,2025-05-07,1
228,502,purchase,2025-05-30,5
184,741,view,2025-03-16,1
107,275,view,2025-06-25,1
84,530,view,2025-03-21,1
338,592,purchase,2025-05-08,5
250,215,view,2025-05-12,1
363,77,view,2025-05-29,1
441,485,view,2025-06-18,1
21,648,purchase,2025-02-14,5
196,255,cart,2025-03-25,3
178,387,view,2025-01-08,1
417,35,view,2025-04-17,1
475,767,purchase,2025-04-27,5
7,584,view,2025-01-09,1
70,550,purchase,2025-05-26,5
127,324,view,2025-01-31,1
399,204,cart,2025-02-04,3
466,172,view,2025-06-07,1
160,735,cart,2025-01-18,3
248,287,view,2025-06-18,1
203,245,view,2025-01-24,1
148,336,view,2025-03-27,1
472,375,view,2025-02-17,1
143,440,view,2025-05-22,1
432,182,view,2025-05-27,1
199,334,purchase,2025-03-01,5
405,511,view,2025-04-03,1
426,383,cart,2025-01-22,3
154,717,view,2025-01-30,1
492,199,view,2025-05-23,1
376,332,view,2025-01-21,1
384,165,purchase,2025-06-03,5
142,242,cart,2025-04-10,3
313,642,view,2025-01-12,1
165,227,cart,2025-05-15,3
314,634,view,2025-04-13,1
21,556,view,2025-02-04,1
82,677,view,2025-03-09,1
69,196,view,2025-05-10,1
131,204,view,2025-01-20,1
87,458,cart,2025-02-16,3
218,173,view,2025-03-25,1
421,529,cart,2025-01-12,3
472,136,view,2025-02-22,1
305,9,view,2025-01-17,1
403,761,cart,2025-01-18,3
371,201,cart,2025-04-14,3
345,59,purchase,2025-06-01,5
341,393,view,2025-03-13,1
384,652,cart,2025-06-14,3
396,119,cart,2025-04-15,3
445,107,view,2025-06-07,1
425,399,view,2025-03-25,1
161,331,view,2025-02-21,1
178,267,view,2025-05-31,1
117,520,view,2025-02-06,1
196,695,purchase,2025-05-03,5
383,480,view,2025-04-07,1
490,134,cart,2025-06-01,3
327,693,cart,2025-04-10,3
86,355,view,2025-04-30,1
289,584,view,2025-02-19,1
81,498,view,2025-05-28,1
152,625,cart,2025-02-16,3
61,107,purchase,2025-01-18,5
61,290,view,2025-05-02,1
354,629,purchase,2025-01-26,5
28,350,view,2025-04-30,1
442,147,cart,2025-03-12,3
43,484,view,2025-02-12,1
169,415,view,2025-02-16,1
423,210,view,2025-03-26,1
86,296,view,2025-02-12,1
177,398,view,2025-05-08,1
17,103,cart,2025-06-09,3
98,636,view,2025-01-07,1
454,757,view,2025-02-01,1
494,730,view,2025-03-29,1
198,209,cart,2025-03-06,3
98,428,cart,2025-02-27,3
65,225,cart,2025-04-02,3
330,109,view,2025-02-03,1
341,348,view,2025-03-31,1
5,50,cart,2025-03-07,3
2,105,view,2025-06-09,1
22,66,view,2025-04-08,1
112,373,view,2025-02-19,1
57,27,cart,2025-01-24,3
66,209,cart,2025-06-23,3
330,769,cart,2025-05-11,3
98,273,view,2025-04-24,1
144,649,view,2025-01-10,1
368,340,purchase,2025-05-14,5
435,301,view,2025-04-08,1
125,480,view,2025-02-21,1
167,544,view,2025-02-19,1
86,557,view,2025-04-20,1
76,265,view,2025-02-27,1
344,542,view,2025-06-29,1
495,360,view,2025-01-13,1
424,166,view,2025-05-05,1
294,316,purchase,2025-02-28,5
444,1,view,2025-06-16,1
59,761,view,2025-02-22,1
138,261,cart,2025-01-20,3
99,63,purchase,2025-04-06,5
192,483,view,2025-01-10,1
243,676,cart,2025-06-03,3
319,321,view,2025-05-27,1
49,201,view,2025-03-02,1
448,222,view,2025-03-18,1
32,152,view,2025-04-28,1
391,644,cart,2025-06-11,3
277,626,view,2025-03-25,1
20,462,view,2025-06-21,1
154,217,cart,2025-01-18,3
383,196,view,2025-05-01,1
68,793,purchase,2025-04-22,5
366,202,purchase,2025-03-13,5
372,647,view,2025-05-24,1
214,234,purchase,2025-04-14,5
143,141,view,2025-03-18,1
376,708,view,2025-01-26,1
232,776,view,2025-04-13,1
213,555,view,2025-06-04,1
79,57,view,2025-01-04,1
214,504,view,2025-02-20,1
116,142,view,2025-05-11,1
92,722,view,2025-03-28,1
270,584,purchase,2025-03-07,5
411,130,purchase,2025-05-24,5
381,539,cart,2025-01-28,3
489,640,cart,2025-02-13,3
168,106,view,2025-05-26,1
58,165,view,2025-01-02,1
284,215,view,2025-06-21,1
26,71,cart,2025-05-28,3
369,716,view,2025-02-25,1
447,665,view,2025-04-30,1
66,579,purchase,2025-04-14,5
409,90,cart,2025-05-31,3
248,772,view,2025-04-28,1
254,228,view,2025-03-01,1
387,79,purchase,2025-06-22,5
456,608,view,2025-02-16,1
44,784,view,2025-03-19,1
97,246,view,2025-06-14,1
42,793,view,2025-05-16,1
500,403,cart,2025-05-13,3
227,669,view,2025-01-23,1
262,659,view,2025-04-15,1
167,435,view,2025-01-10,1
436,530,view,2025-04-23,1
279,442,view,2025-01-27,1
89,66,cart,2025-04-09,3
379,16,view,2025-01-01,1
178,752,view,2025-03-12,1
427,56,cart,2025-04-25,3
403,591,view,2025-05-16,1
197,103,view,2025-05-19,1
307,284,cart,2025-05-07,3
267,705,view,2025-04-26,1
268,517,view,2025-06-05,1
74,618,view,2025-02-03,1
8,278,purchase,2025-06-20,5
408,612,view,2025-06-05,1
476,750,view,2025-06-26,1
297,269,view,2025-06-14,1
164,400,view,2025-05-11,1
485,503,view,2025-01-09,1
85,86,view,2025-03-30,1
72,320,view,2025-05-10,1
55,32,view,2025-01-23,1
393,336,view,2025-06-28,1
47,51,view,2025-05-25,1
399,581,view,2025-06-02,1
432,698,view,2025-06-04,1
238,174,cart,2025-01-20,3
104,537,purchase,2025-03-14,5
210,501,view,2025-06-13,1
42,446,view,2025-06-05,1
316,76,view,2025-01-29,1
468,316,view,2025-04-30,1
454,373,view,2025-06-19,1
268,81,view,2025-02-27,1
386,640,cart,2025-04-28,3
263,695,view,2025-02-01,1
336,755,view,2025-05-20,1
387,697,cart,2025-06-07,3
365,732,cart,2025-03-01,3
259,71,view,2025-05-19,1
283,666,view,2025-04-11,1
114,757,view,2025-05-19,1
363,652,view,2025-04-22,1
40,71,view,2025-04-21,1
486,46,view,2025-03-21,1
417,47,view,2025-04-09,1
220,591,cart,2025-06-27,3
129,422,cart,2025-01-01,3
8,149,view,2025-03-30,1
101,130,view,2025-04-23,1
416,456,view,2025-01-27,1
380,398,view,2025-04-26,1
176,631,view,2025-02-01,1
107,19,purchase,2025-01-06,5
101,774,cart,2025-02-10,3
260,244,purchase,2025-06-13,5
478,474,cart,2025-06-16,3
454,382,purchase,2025-03-28,5
366,103,view,2025-06-07,1
246,489,purchase,2025-02-26,5
275,37,view,2025-05-19,1
32,654,view,2025-03-31,1
137,549,view,2025-05-11,1
12,520,purchase,2025-02-17,5
395,743,view,2025-05-14,1
302,333,view,2025-01-07,1
375,755,view,2025-02-13,1
16,296,view,2025-03-02,1
129,107,view,2025-06-28,1
63,254,cart,2025-03-27,3
109,83,purchase,2025-02-17,5
375,288,purchase,2025-03-02,5
21,49,view,2025-04-07,1
158,461,view,2025-06-17,1
269,215,view,2025-05-11,1
162,281,view,2025-06-07,1
260,732,view,2025-06-01,1
412,459,cart,2025-01-02,3
102,344,view,2025-02-13,1
223,194,purchase,2025-06-17,5
59,158,purchase,2025-01-19,5
247,465,view,2025-06-01,1
128,104,purchase,2025-02-19,5
283,34,cart,2025-01-20,3
325,102,view,2025-02-26,1
25,119,view,2025-04-23,1
131,726,view,2025-02-19,1
353,325,view,2025-04-05,1
196,691,view,2025-04-15,1
281,592,view,2025-06-08,1
404,141,view,2025-06-14,1
418,474,view,2025-04-17,1
154,31,view,2025-04-03,1
382,63,view,2025-01-04,1
133,768,view,2025-05-18,1
227,87,view,2025-03-04,1
189,304,view,2025-06-13,1
476,61,purchase,2025-02-26,5
477,516,view,2025-06-20,1
265,334,view,2025-04-15,1
372,786,view,2025-03-06,1
486,411,view,2025-05-20,1
434,284,view,2025-03-03,1
134,466,view,2025-06-01,1
211,80,cart,2025-05-10,3
60,692,cart,2025-06-24,3
428,784,view,2025-05-06,1
377,77,purchase,2025-05-24,5
395,733,view,2025-06-11,1
450,794,purchase,2025-05-26,5
431,540,view,2025-01-29,1
364,361,view,2025-02-20,1
364,77,view,2025-01-14,1
457,509,view,2025-04-04,1
213,95,cart,2025-02-27,3
216,9,view,2025-06-12,1
226,175,view,2025-05-17,1
470,462,view,2025-05-08,1
131,42,view,2025-02-06,1
76,588,view,2025-04-13,1
476,245,purchase,2025-01-12,5
286,122,purchase,2025-03-26,5
474,185,view,2025-05-19,1
496,32,view,2025-01-27,1
277,762,view,2025-03-29,1
156,569,cart,2025-06-20,3
248,310,purchase,2025-06-27,5
218,372,view,2025-04-08,1
190,656,cart,2025-01-20,3
417,596,view,2025-05-21,1
469,56,view,2025-02-16,1
163,791,purchase,2025-01-08,5
180,273,view,2025-03-12,1
34,464,view,2025-03-05,1
41,678,cart,2025-02-13,3
307,456,view,2025-01-12,1
431,670,view,2025-04-15,1
338,249,purchase,2025-01-04,5
314,698,cart,2025-02-09,3
75,78,cart,2025-05-27,3
441,534,view,2025-01-01,1
279,108,view,2025-04-29,1
176,273,purchase,2025-05-21,5
384,764,view,2025-02-19,1
150,632,view,2025-06-19,1
273,370,view,2025-04-19,1
325,304,view,2025-06-02,1
108,672,view,2025-02-13,1
139,205,purchase,2025-04-19,5
350,113,purchase,2025-04-08,5
271,680,view,2025-03-22,1
347,253,cart,2025-05-29,3
419,441,purchase,2025-06-28,5
289,186,cart,2025-03-17,3
212,227,view,2025-03-21,1
381,528,view,2025-02-21,1
272,668,view,2025-03-04,1
418,638,view,2025-03-25,1
66,623,view,2025-05-18,1
483,1,view,2025-03-28,1
424,553,view,2025-04-21,1
248,560,view,2025-02-28,1
156,420,view,2025-01-08,1
47,620,view,2025-02-20,1
423,161,cart,2025-05-13,3
454,639,view,2025-03-17,1
201,128,cart,2025-06-19,3
148,722,purchase,2025-03-19,5
124,151,cart,2025-05-04,3
1,441,cart,2025-01-12,3
456,767,purchase,2025-01-24,5
247,471,view,2025-02-14,1
343,463,purchase,2025-02-22,5
128,730,cart,2025-05-25,3
191,30,cart,2025-04-28,3
67,473,view,2025-02-06,1
4,557,view,2025-03-16,1
442,80,cart,2025-06-19,3
409,39,view,2025-03-20,1
303,240,cart,2025-06-17,3
294,557,view,2025-01-23,1
143,413,view,2025-05-31,1
191,337,view,2025-02-18,1
21,800,view,2025-05-08,1
227,280,view,2025-05-15,1
313,116,view,2025-02-06,1
117,269,view,2025-05-24,1
437,335,view,2025-02-07,1
302,312,view,2025-04-09,1
500,53,purchase,2025-06-17,5
142,68,cart,2025-01-29,3
484,694,cart,2025-04-13,3
460,34,view,2025-05-25,1
401,702,view,2025-05-28,1
39,386,view,2025-04-20,1
393,249,purchase,2025-06-02,5
355,554,cart,2025-03-01,3
252,150,view,2025-06-15,1
333,410,purchase,2025-03-04,5
207,179,view,2025-02-08,1
210,47,view,2025-05-06,1
115,794,cart,2025-03-24,3
225,604,view,2025-01-21,1
134,376,view,2025-02-01,1
251,724,cart,2025-01-28,3
219,587,view,2025-04-13,1
407,202,view,2025-01-12,1
443,445,purchase,2025-05-01,5
91,592,view,2025-04-21,1
354,308,view,2025-03-20,1
376,799,view,2025-04-02,1
46,493,view,2025-04-30,1
38,338,view,2025-03-26,1
142,646,view,2025-03-21,1
100,66,view,2025-05-31,1
328,792,view,2025-01-15,1
190,422,cart,2025-04-11,3
35,540,purchase,2025-01-12,5
147,629,cart,2025-05-12,3
30,493,view,2025-02-04,1
334,317,view,2025-04-05,1
84,626,cart,2025-01-27,3
369,75,view,2025-05-05,1
281,714,view,2025-06-10,1
424,288,cart,2025-01-13,3
344,556,view,2025-06-14,1
270,15,view,2025-06-21,1
154,231,purchase,2025-01-02,5
102,617,purchase,2025-06-15,5
215,677,view,2025-02-06,1
150,199,view,2025-04-24,1
432,354,view,2025-04-30,1
83,35,cart,2025-03-10,3
110,776,view,2025-01-18,1
435,757,view,2025-02-17,1
387,799,purchase,2025-03-22,5
426,471,view,2025-03-07,1
275,531,purchase,2025-06-26,5
201,792,purchase,2025-04-16,5
284,423,view,2025-02-27,1
468,348,cart,2025-06-12,3
173,694,view,2025-03-19,1
327,147,cart,2025-01-07,3
206,374,cart,2025-04-13,3
63,688,view,2025-04-19,1
73,675,cart,2025-01-09,3
251,416,cart,2025-03-10,3
124,687,view,2025-05-12,1
375,494,view,2025-06-09,1
121,559,view,2025-05-13,1
275,256,view,2025-02-25,1
431,686,purchase,2025-02-25,5
500,103,cart,2025-02-13,3
398,121,view,2025-03-13,1
120,419,view,2025-05-21,1
422,109,view,2025-05-12,1
437,480,view,2025-06-29,1
317,42,view,2025-01-15,1
164,367,view,2025-04-30,1
424,29,view,2025-04-20,1
465,785,purchase,2025-03-23,5
286,14,view,2025-03-25,1
265,485,view,2025-01-01,1
320,189,view,2025-05-19,1
161,295,purchase,2025-04-03,5
376,183,cart,2025-03-29,3
308,444,purchase,2025-03-25,5
89,37,view,2025-06-15,1
142,14,view,2025-02-14,1
203,635,view,2025-03-15,1
309,595,view,2025-03-09,1
227,159,cart,2025-01-04,3
489,502,purchase,2025-02-17,5
443,329,view,2025-04-07,1
334,614,view,2025-05-17,1
222,83,cart,2025-03-31,3
41,556,view,2025-06-24,1
196,580,view,2025-03-01,1
68,560,cart,2025-02-21,3
476,569,view,2025-05-04,1
264,587,cart,2025-03-27,3
2,22,view,2025-06-10,1
361,132,purchase,2025-04-07,5
125,465,cart,2025-02-17,3
110,456,purchase,2025-05-13,5
86,302,view,2025-01-27,1
425,267,view,2025-06-18,1
120,799,view,2025-01-01,1
127,395,view,2025-02-20,1
255,120,purchase,2025-05-24,5
183,246,view,2025-04-09,1
16,568,cart,2025-04-10,3
477,38,view,2025-06-09,1
62,245,view,2025-04-13,1
369,9,purchase,2025-02-16,5
432,110,view,2025-05-31,1
158,606,cart,2025-01-15,3
268,136,view,2025-06-03,1
35,410,purchase,2025-02-06,5
267,648,view,2025-05-10,1
64,743,cart,2025-03-17,3
494,8,view,2025-05-27,1
50,444,view,2025-02-01,1
469,328,purchase,2025-02-24,5
255,290,purchase,2025-04-09,5
149,763,view,2025-02-25,1
325,511,view,2025-01-29,1
304,361,view,2025-04-19,1
276,599,view,2025-03-25,1
357,716,cart,2025-06-13,3
451,219,view,2025-04-26,1
172,576,view,2025-03-12,1
417,753,cart,2025-03-23,3
201,770,view,2025-02-22,1
445,621,cart,2025-03-26,3
393,768,purchase,2025-03-27,5
324,794,view,2025-06-16,1
35,220,cart,2025-03-17,3
465,595,view,2025-01-11,1
482,107,view,2025-03-17,1
216,581,view,2025-01-30,1
480,609,view,2025-03-20,1
65,724,view,2025-04-17,1
8,286,view,2025-03-23,1
301,749,purchase,2025-05-16,5
343,8,cart,2025-01-20,3
431,189,purchase,2025-01-12,5
424,81,view,2025-03-08,1
332,108,view,2025-06-27,1
438,321,view,2025-05-06,1
76,579,view,2025-05-20,1
174,686,view,2025-02-23,1
47,346,cart,2025-03-21,3
15,629,view,2025-05-04,1
361,555,view,2025-03-15,1
147,699,view,2025-05-27,1
26,302,view,2025-05-22,1
308,200,view,2025-06-29,1
93,419,view,2025-05-30,1
406,39,cart,2025-05-12,3
232,732,view,2025-04-26,1
21,307,cart,2025-02-28,3
307,4,view,2025-06-11,1
38,633,view,2025-03-05,1
276,77,cart,2025-05-08,3
157,9,view,2025-01-18,1
179,179,view,2025-03-23,1
132,645,purchase,2025-01-31,5
311,741,view,2025-03-25,1
455,276,view,2025-02-11,1
348,152,cart,2025-05-11,3
28,164,cart,2025-03-26,3
260,290,view,2025-01-10,1
406,378,view,2025-03-12,1
76,621,purchase,2025-01-22,5
429,638,view,2025-05-31,1
67,685,view,2025-03-17,1
342,310,view,2025-01-13,1
492,389,purchase,2025-06-17,5
