user_id,product_id,event_type,timestamp,implicit_score,category,price,age,segment,rating,month,dayofweek,age_norm,price_norm,implicit_score_norm,rating_norm
190,12,cart,2025-03-23,3,snacks,97.13,54,soltero,3.0,3,6,0.7826086956521738,0.9714575926866429,0.5,0.5
255,209,view,2025-05-18,1,carnes,95.14,45,gourmet,3.0,5,6,0.5869565217391305,0.9512442864398172,0.0,0.5
370,165,purchase,2025-01-22,5,limpieza,78.2,43,fitness,3.0,1,2,0.5434782608695652,0.779177247333672,1.0,0.5
266,209,purchase,2025-02-23,5,carnes,95.14,18,gourmet,3.0,2,6,0.0,0.9512442864398172,1.0,0.5
149,519,purchase,2025-06-28,5,verduras,31.82,49,soltero,3.0,6,5,0.673913043478261,0.3080751650584053,1.0,0.5
164,568,cart,2025-03-22,3,carnes,55.12,45,soltero,3.0,3,5,0.5869565217391305,0.5447435246317928,0.5,0.5
140,434,cart,2025-05-12,3,bebidas,18.54,44,soltero,3.0,5,0,0.5652173913043479,0.17318435754189943,0.5,0.5
347,578,view,2025-02-06,1,lacteos,72.04,52,familia,3.0,2,3,0.7391304347826086,0.7166074149314373,0.0,0.5
488,614,view,2025-03-04,1,snacks,69.31,21,gourmet,3.0,3,1,0.06521739130434784,0.6888776028440833,0.0,0.5
258,799,cart,2025-02-20,3,verduras,66.37,48,gourmet,3.0,2,3,0.6521739130434783,0.6590147282884714,0.5,0.5
374,683,cart,2025-05-16,3,lacteos,37.39,26,soltero,3.0,5,4,0.17391304347826086,0.36465210766886746,0.5,0.5
269,77,purchase,2025-01-01,5,limpieza,99.13,54,soltero,3.0,1,2,0.7826086956521738,0.9917724733367191,1.0,0.5
181,48,view,2025-01-08,1,carnes,63.12,44,fitness,3.0,1,2,0.5652173913043479,0.6260030472320975,0.0,0.5
160,767,view,2025-03-22,1,snacks,26.21,30,gourmet,3.0,3,5,0.26086956521739135,0.25109192483494164,0.0,0.5
351,82,cart,2025-04-15,3,limpieza,51.76,40,familia,3.0,4,1,0.4782608695652174,0.5106145251396648,0.5,0.5
400,721,purchase,2025-04-22,5,lacteos,53.18,40,fitness,3.0,4,1,0.4782608695652174,0.525038090401219,1.0,0.5
288,209,view,2025-05-17,1,carnes,95.14,42,familia,3.0,5,5,0.5217391304347826,0.9512442864398172,0.0,0.5
288,445,view,2025-06-28,1,limpieza,69.26,42,familia,3.0,6,5,0.5217391304347826,0.6883697308278315,0.0,0.5
380,194,view,2025-05-24,1,limpieza,77.27,52,familia,3.0,5,5,0.7391304347826086,0.7697308278313865,0.0,0.5
226,72,view,2025-02-28,1,verduras,88.03,22,familia,3.0,2,4,0.08695652173913049,0.8790248857287963,0.0,0.5
11,29,view,2025-02-14,1,hogar,54.41,28,soltero,3.0,2,4,0.21739130434782616,0.5375317420010157,0.0,0.5
10,304,view,2025-06-14,1,frutas,64.71,28,gourmet,3.0,6,5,0.21739130434782616,0.642153377348908,0.0,0.5
271,279,purchase,2025-04-01,5,carnes,40.3,26,gourmet,3.0,4,1,0.17391304347826086,0.3942102590147283,1.0,0.5
273,502,view,2025-03-07,1,carnes,2.81,52,familia,3.0,3,4,0.7391304347826086,0.013407821229050279,0.0,0.5
424,446,view,2025-02-05,1,snacks,67.97,33,soltero,3.0,2,2,0.32608695652173914,0.6752666328085323,0.0,0.5
402,628,cart,2025-03-17,3,frutas,92.77,42,gourmet,3.0,3,0,0.5217391304347826,0.9271711528694768,0.5,0.5
183,490,purchase,2025-02-19,5,lacteos,48.44,58,soltero,3.0,2,2,0.8695652173913044,0.47689182326053836,1.0,0.5
457,781,purchase,2025-04-09,5,hogar,51.71,39,soltero,3.0,4,2,0.4565217391304348,0.510106653123413,1.0,0.5
153,428,view,2025-04-05,1,carnes,67.67,40,soltero,3.0,4,5,0.4782608695652174,0.6722194007110208,0.0,0.5
488,559,purchase,2025-05-27,5,hogar,59.07,21,gourmet,4.0,5,1,0.06521739130434784,0.5848654139156932,1.0,0.75
315,359,view,2025-06-03,1,lacteos,97.17,47,familia,3.0,6,1,0.6304347826086956,0.9718638902996445,0.0,0.5
334,91,cart,2025-04-28,3,carnes,88.49,61,fitness,3.0,4,0,0.9347826086956521,0.8836973082783138,0.5,0.5
124,53,view,2025-04-10,1,frutas,42.71,61,soltero,3.0,4,3,0.9347826086956521,0.4186896901980701,0.0,0.5
473,730,view,2025-03-09,1,snacks,73.63,50,soltero,3.0,3,6,0.6956521739130435,0.7327577450482479,0.0,0.5
114,589,view,2025-04-22,1,limpieza,19.99,24,familia,3.0,4,1,0.13043478260869568,0.18791264601320465,0.0,0.5
278,286,view,2025-06-20,1,snacks,11.35,41,fitness,3.0,6,4,0.5,0.10015236160487556,0.0,0.5
500,556,purchase,2025-05-07,5,hogar,10.46,50,fitness,3.0,5,2,0.6956521739130435,0.09111223971559168,1.0,0.5
414,156,view,2025-04-05,1,verduras,51.24,22,soltero,3.0,4,5,0.08695652173913049,0.505332656170645,0.0,0.5
468,2,view,2025-05-02,1,carnes,4.9,43,fitness,3.0,5,4,0.5434782608695652,0.03463687150837989,0.0,0.5
213,357,view,2025-05-07,1,snacks,18.79,18,soltero,3.0,5,2,0.0,0.17572371762315894,0.0,0.5
172,569,view,2025-04-13,1,limpieza,23.96,61,gourmet,3.0,4,6,0.9347826086956521,0.2282376841036059,0.0,0.5
288,58,purchase,2025-02-28,5,limpieza,29.44,42,familia,3.0,2,4,0.5217391304347826,0.28390045708481465,1.0,0.5
435,93,cart,2025-02-15,3,verduras,99.5,40,gourmet,3.0,2,5,0.4782608695652174,0.9955307262569834,0.5,0.5
174,180,purchase,2025-02-09,5,carnes,58.63,47,gourmet,3.0,2,6,0.6304347826086956,0.5803961401726765,1.0,0.5
113,493,view,2025-05-21,1,hogar,38.64,45,fitness,3.0,5,2,0.5869565217391305,0.3773489080751651,0.0,0.5
376,669,view,2025-05-01,1,lacteos,35.26,56,fitness,3.0,5,3,0.8260869565217392,0.34301675977653634,0.0,0.5
405,35,view,2025-04-15,1,hogar,24.06,59,soltero,3.0,4,1,0.8913043478260869,0.2292534281361097,0.0,0.5
483,75,view,2025-01-09,1,lacteos,61.73,36,familia,3.0,1,3,0.3913043478260869,0.6118842051802945,0.0,0.5
122,289,view,2025-03-07,1,lacteos,4.13,54,familia,3.0,3,4,0.7826086956521738,0.026815642458100558,0.0,0.5
32,371,cart,2025-02-22,3,snacks,96.97,45,soltero,3.0,2,5,0.5869565217391305,0.9698324022346368,0.5,0.5
222,587,view,2025-03-22,1,verduras,9.48,28,fitness,3.0,3,5,0.21739130434782616,0.08115794819705435,0.0,0.5
119,215,view,2025-01-04,1,hogar,40.36,50,familia,3.0,1,5,0.6956521739130435,0.3948197054342306,0.0,0.5
39,590,view,2025-05-06,1,lacteos,33.01,24,familia,3.0,5,1,0.13043478260869568,0.3201625190452006,0.0,0.5
497,767,view,2025-05-22,1,snacks,26.21,41,familia,3.0,5,3,0.5,0.25109192483494164,0.0,0.5
268,777,cart,2025-04-15,3,limpieza,7.6,22,gourmet,3.0,4,1,0.08695652173913049,0.062061960385982724,0.5,0.5
233,52,view,2025-05-16,1,hogar,42.36,26,gourmet,3.0,5,4,0.17391304347826086,0.41513458608430676,0.0,0.5
431,579,view,2025-04-07,1,bebidas,69.55,45,gourmet,3.0,4,0,0.5869565217391305,0.6913153885220924,0.0,0.5
18,221,view,2025-06-22,1,bebidas,22.1,19,soltero,3.0,6,6,0.02173913043478265,0.20934484509903506,0.0,0.5
149,164,purchase,2025-04-02,5,snacks,54.46,49,soltero,3.0,4,2,0.673913043478261,0.5380396140172676,1.0,0.5
397,480,purchase,2025-03-19,5,bebidas,37.95,51,soltero,3.0,3,2,0.7173913043478262,0.37034027425088883,1.0,0.5
149,18,cart,2025-03-24,3,snacks,83.06,49,soltero,3.0,3,0,0.673913043478261,0.828542407313357,0.5,0.5
126,375,view,2025-03-11,1,hogar,77.57,39,soltero,3.0,3,1,0.4565217391304348,0.7727780599288979,0.0,0.5
392,220,view,2025-02-05,1,bebidas,23.77,31,fitness,2.0,2,2,0.28260869565217395,0.22630777044184863,0.0,0.25
302,684,view,2025-03-25,1,frutas,7.75,50,soltero,3.0,3,1,0.6956521739130435,0.06358557643473844,0.0,0.5
360,254,purchase,2025-05-09,5,hogar,8.17,63,gourmet,3.0,5,4,0.9782608695652173,0.06785170137125443,1.0,0.5
238,722,purchase,2025-05-21,5,hogar,43.18,37,familia,3.0,5,2,0.4130434782608696,0.423463687150838,1.0,0.5
135,188,purchase,2025-05-20,5,verduras,13.88,18,soltero,3.0,5,1,0.0,0.12585068562722193,1.0,0.5
151,191,view,2025-03-16,1,verduras,3.19,47,soltero,3.0,3,6,0.6304347826086956,0.017267648552564754,0.0,0.5
236,389,purchase,2025-04-10,5,hogar,17.54,46,fitness,3.0,4,3,0.6086956521739131,0.16302691721686133,1.0,0.5
224,215,view,2025-05-25,1,hogar,40.36,55,gourmet,3.0,5,6,0.8043478260869565,0.3948197054342306,0.0,0.5
203,375,cart,2025-06-24,3,hogar,77.57,20,familia,3.0,6,1,0.043478260869565244,0.7727780599288979,0.5,0.5
256,216,view,2025-02-22,1,bebidas,28.15,42,soltero,3.0,2,5,0.5217391304347826,0.2707973590655155,0.0,0.5
86,474,view,2025-03-08,1,limpieza,37.28,41,familia,3.0,3,5,0.5,0.3635347892331133,0.0,0.5
150,692,view,2025-01-10,1,verduras,51.11,21,familia,3.0,1,4,0.06521739130434784,0.5040121889283901,0.0,0.5
235,248,view,2025-02-15,1,verduras,58.62,33,soltero,3.0,2,5,0.32608695652173914,0.5802945657694261,0.0,0.5
345,47,view,2025-03-24,1,verduras,48.51,63,familia,3.0,3,0,0.9782608695652173,0.477602844083291,0.0,0.5
22,65,purchase,2025-04-27,5,snacks,39.05,55,soltero,3.0,4,6,0.8043478260869565,0.38151345860843067,1.0,0.5
348,475,view,2025-01-04,1,frutas,40.22,50,soltero,3.0,1,5,0.6956521739130435,0.39339766378872526,0.0,0.5
285,146,view,2025-02-26,1,verduras,88.21,57,gourmet,3.0,2,2,0.8478260869565217,0.8808532249873031,0.0,0.5
269,798,view,2025-02-07,1,bebidas,10.74,54,soltero,3.0,2,4,0.7826086956521738,0.09395632300660234,0.0,0.5
466,382,view,2025-05-20,1,limpieza,52.46,29,gourmet,3.0,5,1,0.23913043478260876,0.5177247333671915,0.0,0.5
258,66,purchase,2025-01-31,5,frutas,68.29,48,gourmet,3.0,1,4,0.6521739130434783,0.6785170137125445,1.0,0.5
29,517,view,2025-05-10,1,hogar,80.5,42,soltero,3.0,5,5,0.5217391304347826,0.8025393600812596,0.0,0.5
213,95,view,2025-05-09,1,verduras,40.23,18,soltero,3.0,5,4,0.0,0.39349923819197563,0.0,0.5
463,426,purchase,2025-03-22,5,verduras,70.76,47,gourmet,3.0,3,5,0.6304347826086956,0.7036058913153886,1.0,0.5
436,468,purchase,2025-01-25,5,carnes,44.12,26,gourmet,3.0,1,5,0.17391304347826086,0.4330116810563738,1.0,0.5
283,94,view,2025-01-05,1,hogar,18.22,53,gourmet,3.0,1,6,0.7608695652173914,0.16993397663788723,0.0,0.5
50,618,cart,2025-02-17,3,carnes,45.59,37,gourmet,3.0,2,0,0.4130434782608696,0.4479431183341798,0.5,0.5
95,133,cart,2025-05-22,3,snacks,27.44,42,gourmet,3.0,5,3,0.5217391304347826,0.26358557643473846,0.5,0.5
463,434,cart,2025-02-21,3,bebidas,18.54,47,gourmet,3.0,2,4,0.6304347826086956,0.17318435754189943,0.5,0.5
499,341,view,2025-03-15,1,bebidas,44.42,52,familia,3.0,3,5,0.7391304347826086,0.4360589131538853,0.0,0.5
407,560,purchase,2025-05-29,5,carnes,17.63,32,soltero,3.0,5,3,0.30434782608695654,0.16394108684611478,1.0,0.5
88,591,view,2025-06-02,1,snacks,23.44,42,fitness,3.0,6,0,0.5217391304347826,0.2229558151345861,0.0,0.5
44,134,view,2025-04-09,1,bebidas,87.98,21,gourmet,3.0,4,2,0.06521739130434784,0.8785170137125445,0.0,0.5
461,520,view,2025-03-08,1,bebidas,61.42,22,gourmet,3.0,3,5,0.08695652173913049,0.6087353986795327,0.0,0.5
278,293,view,2025-04-29,1,limpieza,71.2,41,fitness,3.0,4,1,0.5,0.7080751650584053,0.0,0.5
171,268,purchase,2025-06-27,5,limpieza,50.39,61,gourmet,3.0,6,4,0.9347826086956521,0.4966988318943627,1.0,0.5
421,661,view,2025-04-13,1,frutas,86.94,64,gourmet,3.0,4,6,1.0,0.8679532757745049,0.0,0.5
189,603,view,2025-02-02,1,carnes,33.97,26,familia,3.0,2,6,0.17391304347826086,0.3299136617572372,0.0,0.5
353,748,view,2025-05-25,1,lacteos,55.25,20,soltero,3.0,5,6,0.043478260869565244,0.5460639918740477,0.0,0.5
184,474,view,2025-02-03,1,limpieza,37.28,20,fitness,3.0,2,0,0.043478260869565244,0.3635347892331133,0.0,0.5
3,410,purchase,2025-06-03,5,limpieza,51.22,32,fitness,3.0,6,1,0.30434782608695654,0.5051295073641442,1.0,0.5
191,474,view,2025-06-19,1,limpieza,37.28,50,gourmet,3.0,6,3,0.6956521739130435,0.3635347892331133,0.0,0.5
118,356,view,2025-06-08,1,bebidas,90.99,51,gourmet,3.0,6,6,0.7173913043478262,0.9090909090909091,0.0,0.5
19,680,cart,2025-04-23,3,lacteos,50.75,41,soltero,3.0,4,2,0.5,0.5003555104113764,0.5,0.5
23,193,cart,2025-02-20,3,frutas,49.38,19,fitness,3.0,2,3,0.02173913043478265,0.4864398171660742,0.5,0.5
413,699,view,2025-02-05,1,snacks,16.05,61,fitness,3.0,2,2,0.9347826086956521,0.1478923311325546,0.0,0.5
30,271,view,2025-01-13,1,carnes,56.41,44,soltero,3.0,1,0,0.5652173913043479,0.5578466226510919,0.0,0.5
295,114,purchase,2025-03-26,5,carnes,55.53,19,gourmet,3.0,3,2,0.02173913043478265,0.5489080751650585,1.0,0.5
108,523,cart,2025-01-13,3,snacks,41.94,50,familia,3.0,1,0,0.6956521739130435,0.41086846114779074,0.5,0.5
367,55,cart,2025-02-01,3,lacteos,24.64,44,gourmet,3.0,2,5,0.5652173913043479,0.2351447435246318,0.5,0.5
281,770,purchase,2025-05-13,5,frutas,90.27,28,familia,3.0,5,1,0.21739130434782616,0.9017775520568816,1.0,0.5
128,65,cart,2025-01-12,3,snacks,39.05,52,soltero,3.0,1,6,0.7391304347826086,0.38151345860843067,0.5,0.5
229,684,cart,2025-06-18,3,frutas,7.75,39,familia,3.0,6,2,0.4565217391304348,0.06358557643473844,0.5,0.5
111,272,purchase,2025-02-06,5,lacteos,1.97,56,familia,3.0,2,3,0.8260869565217392,0.004875571356018283,1.0,0.5
136,502,view,2025-03-09,1,carnes,2.81,22,fitness,3.0,3,6,0.08695652173913049,0.013407821229050279,0.0,0.5
362,662,view,2025-04-16,1,carnes,80.79,49,familia,3.0,4,2,0.673913043478261,0.8054850177755206,0.0,0.5
186,362,view,2025-06-25,1,verduras,49.74,23,soltero,3.0,6,2,0.10869565217391308,0.4900964956830879,0.0,0.5
144,146,view,2025-06-20,1,verduras,88.21,43,soltero,3.0,6,4,0.5434782608695652,0.8808532249873031,0.0,0.5
72,209,cart,2025-04-03,3,carnes,95.14,27,fitness,3.0,4,3,0.19565217391304346,0.9512442864398172,0.5,0.5
129,286,cart,2025-02-10,3,snacks,11.35,18,familia,3.0,2,0,0.0,0.10015236160487556,0.5,0.5
364,153,cart,2025-02-25,3,snacks,16.92,39,gourmet,3.0,2,1,0.4565217391304348,0.15672930421533773,0.5,0.5
261,238,purchase,2025-03-10,5,lacteos,62.05,52,gourmet,3.0,3,0,0.7391304347826086,0.6151345860843067,1.0,0.5
3,186,view,2025-01-11,1,verduras,96.92,32,fitness,3.0,1,5,0.30434782608695654,0.969324530218385,0.0,0.5
449,574,cart,2025-05-17,3,verduras,14.51,22,fitness,3.0,5,5,0.08695652173913049,0.13224987303199592,0.5,0.5
388,597,view,2025-04-23,1,limpieza,24.14,18,familia,3.0,4,2,0.0,0.23006602336211274,0.0,0.5
104,464,view,2025-01-28,1,frutas,67.09,34,soltero,3.0,1,1,0.34782608695652173,0.6663280853224988,0.0,0.5
483,134,view,2025-01-22,1,bebidas,87.98,36,familia,3.0,1,2,0.3913043478260869,0.8785170137125445,0.0,0.5
224,171,purchase,2025-03-26,5,lacteos,63.63,55,gourmet,3.0,3,2,0.8043478260869565,0.631183341797867,1.0,0.5
320,213,view,2025-01-06,1,carnes,42.55,44,familia,3.0,1,0,0.5652173913043479,0.41706449974606397,0.0,0.5
362,530,cart,2025-01-26,3,limpieza,11.58,49,familia,3.0,1,6,0.673913043478261,0.10248857287963434,0.5,0.5
354,502,view,2025-05-24,1,carnes,2.81,35,familia,3.0,5,5,0.3695652173913043,0.013407821229050279,0.0,0.5
491,572,view,2025-01-14,1,verduras,50.18,33,soltero,3.0,1,1,0.32608695652173914,0.49456576942610464,0.0,0.5
473,600,view,2025-02-04,1,snacks,65.44,50,soltero,3.0,2,1,0.6956521739130435,0.6495683087861859,0.0,0.5
10,27,view,2025-02-11,1,limpieza,7.47,28,gourmet,3.0,2,1,0.21739130434782616,0.06074149314372778,0.0,0.5
405,68,purchase,2025-02-22,5,lacteos,95.05,59,soltero,3.0,2,5,0.8913043478260869,0.9503301168105638,1.0,0.5
384,790,view,2025-04-10,1,hogar,74.01,24,soltero,3.0,4,3,0.13043478260869568,0.7366175723717624,0.0,0.5
302,408,purchase,2025-05-30,5,bebidas,93.45,50,soltero,3.0,5,4,0.6956521739130435,0.9340782122905028,1.0,0.5
231,552,purchase,2025-01-13,5,hogar,28.21,33,fitness,3.0,1,0,0.32608695652173914,0.27140680548501783,1.0,0.5
219,280,purchase,2025-01-11,5,bebidas,14.14,23,gourmet,3.0,1,5,0.10869565217391308,0.12849162011173185,1.0,0.5
411,684,view,2025-05-20,1,frutas,7.75,25,fitness,5.0,5,1,0.15217391304347827,0.06358557643473844,0.0,1.0
66,685,purchase,2025-04-07,5,verduras,3.56,21,fitness,3.0,4,0,0.06521739130434784,0.021025901472828845,1.0,0.5
425,114,view,2025-03-27,1,carnes,55.53,30,fitness,4.0,3,3,0.26086956521739135,0.5489080751650585,0.0,0.75
112,262,view,2025-02-22,1,limpieza,4.92,58,gourmet,3.0,2,5,0.8695652173913044,0.03484002031488065,0.0,0.5
13,368,view,2025-01-09,1,bebidas,59.7,53,gourmet,3.0,1,3,0.7608695652173914,0.5912646013204673,0.0,0.5
393,646,purchase,2025-03-12,5,verduras,31.25,29,fitness,3.0,3,2,0.23913043478260876,0.3022854240731336,1.0,0.5
500,237,view,2025-01-17,1,lacteos,92.16,50,fitness,3.0,1,4,0.6956521739130435,0.9209751142712036,0.0,0.5
420,727,view,2025-01-10,1,snacks,37.41,47,fitness,3.0,1,4,0.6304347826086956,0.3648552564753682,0.0,0.5
86,366,view,2025-06-15,1,hogar,51.97,41,familia,3.0,6,6,0.5,0.5127475876079228,0.0,0.5
234,27,view,2025-05-03,1,limpieza,7.47,23,familia,3.0,5,5,0.10869565217391308,0.06074149314372778,0.0,0.5
90,378,view,2025-02-08,1,limpieza,45.93,58,gourmet,3.0,2,5,0.8695652173913044,0.45139664804469276,0.0,0.5
314,661,purchase,2025-04-20,5,frutas,86.94,63,fitness,3.0,4,6,0.9782608695652173,0.8679532757745049,1.0,0.5
54,376,view,2025-03-30,1,lacteos,13.96,61,gourmet,3.0,3,6,0.9347826086956521,0.12666328085322498,0.0,0.5
12,500,purchase,2025-04-04,5,verduras,72.09,41,fitness,3.0,4,4,0.5,0.7171152869476892,1.0,0.5
209,653,cart,2025-06-07,3,lacteos,99.22,40,familia,3.0,6,5,0.4782608695652174,0.9926866429659725,0.5,0.5
462,76,purchase,2025-04-17,5,verduras,17.54,64,gourmet,3.0,4,3,1.0,0.16302691721686133,1.0,0.5
14,505,view,2025-02-03,1,verduras,65.1,57,familia,3.0,2,0,0.8478260869565217,0.6461147790756729,0.0,0.5
121,196,view,2025-02-02,1,frutas,45.14,41,familia,3.0,2,6,0.5,0.4433722701879127,0.0,0.5
418,792,view,2025-06-09,1,hogar,30.36,62,familia,3.0,6,0,0.9565217391304348,0.2932453021838497,0.0,0.5
437,630,view,2025-01-12,1,frutas,84.36,29,gourmet,3.0,1,6,0.23913043478260876,0.8417470797359066,0.0,0.5
377,69,cart,2025-03-28,3,snacks,78.85,46,fitness,3.0,3,4,0.6086956521739131,0.7857795835449466,0.5,0.5
20,61,view,2025-04-03,1,limpieza,5.17,61,familia,3.0,4,3,0.9347826086956521,0.03737938039614017,0.0,0.5
75,389,cart,2025-04-17,3,hogar,17.54,48,familia,3.0,4,3,0.6521739130434783,0.16302691721686133,0.5,0.5
400,563,cart,2025-01-10,3,snacks,22.46,40,fitness,3.0,1,4,0.4782608695652174,0.21300152361604877,0.5,0.5
243,564,view,2025-05-05,1,snacks,10.48,36,familia,3.0,5,0,0.3913043478260869,0.09131538852209245,0.0,0.5
223,634,cart,2025-01-19,3,frutas,75.77,34,familia,3.0,1,6,0.34782608695652173,0.7544946673438293,0.5,0.5
70,679,view,2025-01-23,1,frutas,18.31,61,gourmet,3.0,1,3,0.9347826086956521,0.17084814626714065,0.0,0.5
312,8,view,2025-05-08,1,hogar,4.36,39,soltero,3.0,5,3,0.4565217391304348,0.02915185373285932,0.0,0.5
211,369,cart,2025-03-26,3,snacks,17.19,49,gourmet,3.0,3,2,0.673913043478261,0.15947181310309802,0.5,0.5
101,45,purchase,2025-04-17,5,lacteos,76.95,25,gourmet,3.0,4,3,0.15217391304347827,0.7664804469273744,1.0,0.5
186,344,view,2025-04-09,1,snacks,87.47,23,soltero,3.0,4,2,0.10869565217391308,0.873336719146775,0.0,0.5
132,757,view,2025-02-28,1,lacteos,38.21,64,familia,3.0,2,4,1.0,0.3729812087353987,0.0,0.5
111,290,view,2025-03-15,1,frutas,93.69,56,familia,3.0,3,5,0.8260869565217392,0.9365159979685119,0.0,0.5
381,375,view,2025-01-02,1,hogar,77.57,42,soltero,3.0,1,3,0.5217391304347826,0.7727780599288979,0.0,0.5
132,619,cart,2025-02-17,3,hogar,75.86,64,familia,3.0,2,0,1.0,0.7554088369730828,0.5,0.5
20,27,cart,2025-01-06,3,limpieza,7.47,61,familia,3.0,1,0,0.9347826086956521,0.06074149314372778,0.5,0.5
394,193,cart,2025-02-12,3,frutas,49.38,40,familia,3.0,2,2,0.4782608695652174,0.4864398171660742,0.5,0.5
24,357,purchase,2025-05-25,5,snacks,18.79,38,fitness,3.0,5,6,0.4347826086956522,0.17572371762315894,1.0,0.5
227,62,view,2025-05-07,1,carnes,2.77,51,fitness,3.0,5,2,0.7173913043478262,0.013001523616048755,0.0,0.5
154,62,view,2025-03-20,1,carnes,2.77,56,soltero,3.0,3,3,0.8260869565217392,0.013001523616048755,0.0,0.5
293,422,view,2025-06-13,1,bebidas,67.02,63,soltero,3.0,6,4,0.9782608695652173,0.665617064499746,0.0,0.5
230,794,purchase,2025-06-01,5,verduras,77.69,28,gourmet,3.0,6,6,0.21739130434782616,0.7739969527679025,1.0,0.5
469,633,cart,2025-05-01,3,lacteos,9.82,43,familia,3.0,5,3,0.5434782608695652,0.08461147790756729,0.5,0.5
310,792,cart,2025-04-30,3,hogar,30.36,50,soltero,3.0,4,2,0.6956521739130435,0.2932453021838497,0.5,0.5
488,551,view,2025-01-29,1,limpieza,78.27,21,gourmet,3.0,1,2,0.06521739130434784,0.7798882681564245,0.0,0.5
359,380,view,2025-03-19,1,frutas,8.28,57,familia,3.0,3,2,0.8478260869565217,0.06896901980700862,0.0,0.5
405,277,purchase,2025-02-27,5,bebidas,4.29,59,soltero,3.0,2,3,0.8913043478260869,0.028440832910106656,1.0,0.5
202,606,view,2025-03-11,1,frutas,66.52,19,fitness,3.0,3,1,0.02173913043478265,0.660538344337227,0.0,0.5
38,431,cart,2025-01-09,3,verduras,67.59,54,soltero,3.0,1,3,0.7826086956521738,0.6714068054850179,0.5,0.5
430,605,view,2025-06-19,1,carnes,99.42,36,soltero,3.0,6,3,0.3913043478260869,0.9947181310309802,0.0,0.5
